0,0,0,0
0.0206008,0.07,0,0
0.0411121,0.14,0,-5
0.0615295,0.21,0,-9
0.0819426,0.28,0,-8
0.102378,0.35,0,-8
0.1228,0.42,0,-8
0.143209,0.49,0,-8
0.163615,0.56,0,-8
0.18404,0.63,0,-8
0.204445,0.7,0,-8
0.224855,0.77,0,-8
0.245258,0.84,0,-8
0.265663,0.91,0,-8
0.286097,0.98,0,-9
0.306499,1.05,1,-9
0.32691,1.12,1,-9
0.347338,1.19,1,-9
0.367737,1.26,1,-9
0.388164,1.33,1,-9
0.408575,1.4,1,-9
0.429019,1.47,1,-9
0.449421,1.54,1,-9
0.469835,1.61,1,-9
0.490282,1.68,1,-10
0.510713,1.75,1,-10
0.531157,1.82,1,-10
0.551604,1.89,1,-17
0.572042,1.96,1,-35
0.592513,2.03,2,-64
0.612928,2.1,9,-103
0.633348,2.17,28,-150
0.653755,2.24,60,-203
0.674189,2.31,104,-263
0.6946,2.38,157,-330
0.715029,2.45,219,-406
0.735428,2.52,291,-492
0.755834,2.59,370,-587
0.776259,2.66,457,-690
0.796678,2.73,551,-800
0.81709,2.8,652,-913
0.837514,2.87,759,-1029
0.857915,2.94,872,-1150
0.878359,3.01,991,-1277
0.89882,3.08,1116,-1410
0.919256,3.15,1246,-1545
0.939668,3.22,1380,-1683
0.960076,3.29,1519,-1823
0.980486,3.36,1663,-1970
1.0009,3.43,1811,-2125
1.02131,3.5,1964,-2282
1.04175,3.57,2121,-2442
1.06219,3.64,2283,-2606
1.08262,3.71,2449,-2776
1.10307,3.78,2620,-2947
1.1235,3.85,2794,-3119
1.14393,3.92,2970,-3293
1.16439,3.99,3149,-3471
1.18484,4.06,3330,-3654
1.20527,4.13,3514,-3837
1.22602,4.2,3702,-4026
1.24648,4.27,3891,-4222
1.26691,4.34,4083,-4416
1.28734,4.41,4278,-4610
1.30776,4.48,4475,-4810
1.32817,4.55,4674,-5011
1.34857,4.62,4877,-5211
1.36897,4.69,5082,-5414
1.3894,4.76,5288,-5624
1.40981,4.83,5497,-5838
1.43028,4.9,5710,-6048
1.4507,4.97,5923,-6264
1.47115,5.04,6137,-6480
1.49157,5.11,6353,-6697
1.51205,5.18,6569,-6916
1.53248,5.25,6787,-7138
1.5529,5.32,7008,-7360
1.57336,5.39,7230,-7582
1.59379,5.46,7454,-7809
1.61421,5.53,7679,-8034
1.63464,5.6,7905,-8256
1.6551,5.67,8131,-8485
1.67551,5.74,8358,-8711
1.69594,5.81,8588,-8936
1.71637,5.88,8818,-9167
1.73678,5.95,9051,-9401
1.7572,6.02,9287,-9630
1.77762,6.09,9524,-9860
1.79804,6.16,9762,-10090
1.81846,6.23,10002,-10317
1.83888,6.3,10243,-10550
1.85932,6.37,10485,-10788
1.87973,6.44,10730,-11025
1.90018,6.51,10979,-11262
1.92063,6.58,11228,-11502
1.94105,6.65,11477,-11742
1.96148,6.72,11726,-11989
1.98195,6.79,11979,-12238
2.00247,6.86,12233,-12484
2.02291,6.93,12489,-12737
2.04336,7,12746,-12994
2.0638,6.93,13003,-13244
2.08423,6.86,13260,-13501
2.10468,6.79,13519,-13756
2.12512,6.72,13779,-14012
2.14553,6.65,14041,-14273
2.16605,6.58,14305,-14534
2.18649,6.51,14566,-14792
2.2069,6.44,14827,-15050
2.22731,6.37,15087,-15306
2.24772,6.3,15348,-15565
2.26813,6.23,15609,-15828
2.28854,6.16,15869,-16088
2.30896,6.09,16129,-16346
2.32937,6.02,16389,-16600
2.34983,5.95,16648,-16854
2.37026,5.88,16907,-17112
2.39069,5.81,17165,-17368
2.41111,5.74,17423,-17624
2.43156,5.67,17680,-17879
2.452,5.6,17936,-18128
2.47243,5.53,18190,-18379
2.493,5.46,18445,-18634
2.51341,5.39,18698,-18882
2.53382,5.32,18949,-19133
2.55424,5.25,19200,-19385
2.57468,5.18,19449,-19633
2.59513,5.11,19698,-19878
2.61557,5.04,19947,-20121
2.63599,4.97,20194,-20360
2.65639,4.9,20440,-20605
2.6768,4.83,20684,-20847
2.69721,4.76,20927,-21081
2.71763,4.69,21168,-21316
2.73815,4.62,21408,-21550
2.7586,4.55,21646,-21776
2.77902,4.48,21882,-22004
2.79944,4.41,22115,-22230
2.81986,4.34,22347,-22452
2.84028,4.27,22578,-22677
2.8607,4.2,22807,-22898
2.88111,4.13,23034,-23113
2.90152,4.06,23260,-23332
2.92194,3.99,23484,-23553
2.94241,3.92,23704,-23769
2.96283,3.85,23923,-23985
2.98328,3.78,24141,-24202
3.00373,3.71,24356,-24414
3.02414,3.64,24569,-24622
3.04455,3.57,24780,-24834
3.06496,3.5,24990,-25043
3.08538,3.43,25198,-25248
3.10585,3.36,25405,-25456
3.12632,3.29,25611,-25668
3.14683,3.22,25815,-25872
3.16729,3.15,26017,-26072
3.18779,3.08,26217,-26274
3.20822,3.01,26416,-26470
3.22866,2.94,26613,-26662
3.2491,2.87,26809,-26857
3.26954,2.8,27002,-27054
3.29019,2.73,27195,-27247
3.31062,2.66,27383,-27432
3.33103,2.59,27569,-27618
3.35144,2.52,27754,-27801
3.37184,2.45,27936,-27978
3.39226,2.38,28116,-28152
3.41268,2.31,28294,-28330
3.43309,2.24,28469,-28508
3.4535,2.17,28640,-28680
3.4739,2.1,28810,-28845
3.49435,2.03,28978,-29011
3.51475,1.96,29144,-29176
3.53516,1.89,29306,-29334
3.55557,1.82,29465,-29486
3.57598,1.75,29621,-29636
3.5964,1.68,29773,-29786
3.61681,1.61,29922,-29932
3.63724,1.54,30067,-30072
3.6577,1.47,30210,-30208
3.67811,1.4,30350,-30345
3.69853,1.33,30486,-30479
3.71894,1.26,30618,-30608
3.73935,1.19,30747,-30728
3.75976,1.12,30873,-30842
3.78019,1.05,30994,-30954
3.8006,0.98,31111,-31063
3.821,0.91,31223,-31168
3.84142,0.84,31332,-31267
3.86182,0.77,31436,-31362
3.88224,0.7,31535,-31453
3.90266,0.63,31631,-31533
3.92307,0.56,31723,-31608
3.94347,0.49,31809,-31681
3.96387,0.42,31890,-31751
3.98428,0.35,31969,-31819
4.00468,0.28,32042,-31881
4.02508,0.21,32109,-31939
4.04548,0.14,32173,-31991
4.06589,0.07,32232,-32037
4.0863,0,32287,-32074
4.10673,0.07,32336,-32104
4.12713,0.14,32381,-32124
4.14753,0.21,32421,-32137
4.16794,0.28,32456,-32142
4.18835,0.35,32486,-32144
4.20876,0.42,32513,-32144
4.22917,0.49,32537,-32144
4.24957,0.56,32558,-32144
4.27,0.63,32579,-32144
4.29043,0.7,32598,-32144
4.31085,0.77,32618,-32144
4.33125,0.84,32634,-32144
4.35165,0.91,32651,-32144
4.37205,0.98,32669,-32144
4.39246,1.05,32688,-32144
4.41288,1.12,32709,-32145
4.43329,1.19,32733,-32145
4.4537,1.26,32759,-32145
4.47411,1.33,32788,-32145
4.49453,1.4,32821,-32145
4.51494,1.47,32857,-32145
4.53534,1.54,32897,-32145
4.55575,1.61,32941,-32145
4.57615,1.68,32988,-32145
4.59657,1.75,33040,-32145
4.617,1.82,33094,-32145
4.63741,1.89,33154,-32145
4.65781,1.96,33218,-32145
4.67822,2.03,33286,-32146
4.69863,2.1,33359,-32146
4.71905,2.17,33437,-32153
4.73945,2.24,33519,-32173
4.75985,2.31,33607,-32205
4.78026,2.38,33699,-32249
4.80068,2.45,33796,-32304
4.82109,2.52,33896,-32369
4.8415,2.59,34000,-32444
4.8619,2.66,34107,-32527
4.88231,2.73,34218,-32620
4.90272,2.8,34334,-32720
4.92313,2.87,34454,-32825
4.94358,2.94,34577,-32934
4.96398,3.01,34705,-33049
4.98439,3.08,34837,-33172
5.00479,3.15,34975,-33303
5.0252,3.22,35116,-33440
5.04561,3.29,35262,-33581
5.06601,3.36,35411,-33724
5.08641,3.43,35562,-33874
5.10683,3.5,35717,-34029
5.12724,3.57,35877,-34187
5.14765,3.64,36038,-34348
5.16804,3.71,36202,-34513
5.18851,3.78,36370,-34684
5.20893,3.85,36543,-34860
5.22934,3.92,36720,-35038
5.24974,3.99,36899,-35220
5.27012,4.06,37081,-35407
5.29053,4.13,37267,-35597
5.31093,4.2,37457,-35788
5.33142,4.27,37648,-35982
5.35182,4.34,37840,-36179
5.37222,4.41,38036,-36378
5.39263,4.48,38235,-36578
5.41304,4.55,38435,-36784
5.43346,4.62,38639,-36997
5.45391,4.69,38844,-37205
5.4744,4.76,39052,-37417
5.49481,4.83,39262,-37634
5.51522,4.9,39475,-37845
5.53565,4.97,39689,-38060
5.55606,5.04,39905,-38282
5.57646,5.11,40124,-38506
5.59688,5.18,40345,-38724
5.61728,5.25,40565,-38949
5.6377,5.32,40785,-39174
5.65811,5.39,41008,-39395
